# Story knowledge base (Phase 143, reason family). Curated by hand — this file
# IS the engine's world knowledge; every naming chain ends at one of these.
# Columns: name <TAB> kind <TAB> origin <TAB> gloss <TAB> tags(comma) <TAB> spice(0-1)
# kind: myth | foreign | craft | nautical | astro | nature | literary
# tags are lowercase concepts the activation map can hit (mundane or imagery).
# spice: 0 = familiar/safe, 1 = exotic/bold — the Wild register prefers high.
Scriba	craft	Latin	the scribe who writes it down	write,record,note,document,log	0.7
Fabrica	craft	Latin	the workshop where things are made	build,workshop,make,factory,forge	0.5
Silva	foreign	Latin	the forest	forest,tree,nature,collection,graph	0.5
Stella	foreign	Latin	the star you steer by	star,light,guide,shine	0.2
Vela	nautical	Latin	the sails	sail,speed,travel,ship,deploy	0.4
Ancora	nautical	Latin	the anchor	anchor,stable,hold,state,fix	0.6
Portus	nautical	Latin	safe harbor	harbor,port,safe,deploy,host	0.6
Insula	foreign	Latin	island; an apartment block of old Rome	island,isolate,module,container	0.7
Kilit	foreign	Turkish	the lock	lock,secure,password,key,protect	0.8
Koru	foreign	Turkish	to protect; a sheltered grove	protect,guard,grove,shelter,backup	0.8
Yol	foreign	Turkish	the road ahead	road,path,route,navigate,journey	0.8
Birlik	foreign	Turkish	unity, acting as one	unity,together,collaborate,team,merge	0.9
Demir	foreign	Turkish	iron; an anchor	iron,strong,anchor,solid,stable	0.8
Kule	foreign	Turkish	the tower	tower,watch,tall,monitor,overview	0.8
Kaynak	foreign	Turkish	the source; a spring	source,origin,spring,data,root	0.9
Pusula	foreign	Turkish	the compass	compass,navigate,direction,guide	0.9
Kervan	foreign	Turkish	the caravan moving goods	caravan,transport,batch,queue,pipeline	0.8
Liman	foreign	Turkish	the harbor	harbor,port,safe,deploy,host	0.8
Anka	myth	Turkish	the phoenix of Anatolia	phoenix,rebirth,restart,resilient,recover	0.8
Kura	foreign	Japanese	storehouse for treasures	store,archive,treasure,package,registry	0.7
Torii	craft	Japanese	gate between mundane and sacred	gate,entrance,auth,threshold,api	0.5
Kaizen	foreign	Japanese	continuous small improvement	improve,iterate,optimize,refactor	0.3
Kintsugi	craft	Japanese	mending cracks with gold	repair,fix,merge,heal,patch	0.4
Hikari	foreign	Japanese	light	light,bright,fast,shine	0.6
Kompas	foreign	Dutch	the compass	compass,navigate,direction,course	0.7
Fjord	nature	Norse	deep carved sea valley	deep,water,channel,stream,inlet	0.4
Skerry	nautical	Norse	small rocky isle sailors mark	island,marker,waypoint,small,rock	0.9
Kedge	nautical	English	small anchor used to maneuver	anchor,maneuver,adjust,state,position	0.8
Portolan	nautical	Italian	harbor-to-harbor navigation chart	map,navigate,chart,route,log	0.9
Sextant	nautical	English	instrument that fixes your position	measure,navigate,position,locate,precision	0.4
Ballast	nautical	English	weight that keeps the ship steady	stable,balance,steady,foundation	0.4
Moor	nautical	English	to make fast to a fixed point	fix,attach,bind,deploy,stable	0.5
Bosun	nautical	English	keeper of the ship's gear	manage,maintain,crew,operations	0.7
Galley	nautical	English	the working kitchen of a ship	work,kitchen,prepare,build	0.4
Sonar	craft	English	finding shape by sound	sound,find,search,detect,scan	0.2
Beacon	craft	English	fire on a hill that signals	signal,alert,guide,notify,light	0.1
Forge	craft	English	where metal becomes tools	build,make,create,tool,fire	0.1
Anvil	craft	English	the surface that takes every blow	build,solid,foundation,strong	0.2
Loom	craft	English	frame where threads become cloth	weave,thread,combine,build,pattern	0.2
Quill	craft	English	the writing feather	write,note,document,pen,text	0.2
Vellum	craft	English	parchment made to last centuries	document,durable,record,page,archive	0.3
Atelier	craft	French	the artist's workshop	workshop,create,design,studio,craft	0.3
Donjon	craft	French	innermost keep of the castle	keep,vault,secure,protect,core	0.7
Bastion	craft	French	the strongest point of the wall	defend,strong,secure,fortress	0.3
Cache	craft	French	a hidden store of supplies	store,hidden,fast,memory,stash	0.1
Depot	craft	French	where goods wait, organized	store,warehouse,registry,package	0.2
Relais	craft	French	post house where fresh horses wait	relay,pass,forward,proxy,queue	0.8
Grimoire	literary	French	book of working spells	book,magic,recipes,scripts,commands	0.5
Alembic	craft	alchemy	vessel that distills the essence	distill,refine,extract,transform,pure	0.6
Athanor	craft	alchemy	furnace of slow constant heat	constant,heat,build,patient,uptime	0.9
Azoth	craft	alchemy	the universal solvent	universal,solve,transform,essence	1.0
Tincture	craft	alchemy	essence drawn into liquid	extract,essence,color,distill	0.6
Zenith	astro	Arabic	the point straight overhead	top,peak,high,best,summit	0.2
Nadir	astro	Arabic	the point straight below	bottom,low,depth,base	0.4
Azimut	astro	Arabic	the bearing toward a target	direction,bearing,aim,navigate	0.8
Altair	astro	Arabic	the flying eagle star	star,fast,flight,bright	0.4
Vega	astro	Arabic	the swooping eagle star	star,bright,fall,swift	0.2
Rigel	astro	Arabic	the giant's blazing foot	star,bright,giant,power	0.4
Deneb	astro	Arabic	the swan's tail star	star,tail,bright,end	0.7
Sirius	astro	Greek	the brightest star, the scorcher	star,bright,serious,intense	0.2
Polaris	astro	Latin	the star that never moves	north,constant,guide,fixed,reliable	0.2
Umbra	astro	Latin	the deep core of a shadow	shadow,dark,hidden,eclipse	0.4
Corona	astro	Latin	the crown of light around the sun	crown,light,ring,edge	0.3
Quasar	astro	English	impossibly bright distant engine	bright,power,distant,energy,extreme	0.4
Parsec	astro	English	the astronomer's long measure	measure,distance,scale,huge	0.4
Syzygy	astro	Greek	three bodies in perfect line	align,order,sync,rare,line	1.0
Petrichor	nature	Greek	the smell of rain on dry earth	rain,fresh,earth,after,renewal	0.5
Aurora	nature	Latin	dawn light across the sky	dawn,light,color,north,display	0.2
Halcyon	myth	Greek	the kingfisher's calm seas	calm,peace,golden,stable,serene	0.4
Meander	nature	Anatolian	the river that curves like thought	river,curve,flow,wander,stream	0.4
Tuvana	foreign	Turkish	bright and wise	bright,wise,clear,smart	1.0
Sarnic	craft	Turkish	underground water cistern (sarnıç)	store,water,underground,reserve,cache	1.0
Cesme	craft	Turkish	the public fountain (çeşme)	fountain,source,share,public,flow	0.9
Bedesten	craft	Turkish	the covered market's secure heart	market,secure,trade,vault,center	1.0
Divit	craft	Turkish	the scribe's portable pen case	write,portable,pen,tool,note	1.0
Mihenk	craft	Turkish	the touchstone that tests gold	test,verify,standard,benchmark,assay	1.0
Terkip	foreign	Turkish	composition; putting parts together	compose,combine,build,mix,synthesis	1.0
Nazar	foreign	Turkish	the watching eye that protects	watch,protect,eye,guard,charm	0.7
Ledger	craft	English	the book where every entry stays	record,account,money,log,history	0.1
Skein	craft	English	yarn wound loosely for use	thread,yarn,bundle,collect,weave	0.5
Gnomon	craft	Greek	the sundial's shadow-caster that tells time	time,shadow,measure,indicator	0.9
Astrolab	craft	Greek	instrument that solves the sky	navigate,compute,sky,instrument,solve	0.8
Orrery	craft	English	clockwork model of the planets	model,system,simulate,orbit,clockwork	0.9
Verdigris	nature	French	the green of aged copper	green,age,patina,color,time	0.8
Argot	literary	French	the private language of a group	language,private,slang,code,group	0.8
Palimpsest	literary	Greek	page written over but history shows	history,layers,rewrite,versions,trace	0.6
Marginalia	literary	Latin	notes living in the margins	note,annotate,comment,margin,docs	0.6
Colophon	literary	Greek	the maker's mark at the book's end	mark,signature,end,credit,meta	0.8
Incipit	literary	Latin	the opening words of a text	begin,start,open,first,intro	0.9
Lacuna	literary	Latin	the meaningful gap in a manuscript	gap,missing,space,todo,blank	0.6
Solfege	craft	Italian	the syllables that teach melody	music,learn,scale,notes,teach	0.6
Tessitura	craft	Italian	the range where a voice lives best	range,voice,music,comfort,fit	0.9
Intarsia	craft	Italian	pictures inlaid from wood pieces	inlay,compose,pattern,pieces,design	0.9
Bottega	craft	Italian	the master's workshop of apprentices	workshop,learn,craft,studio,team	0.7
Regatta	nautical	Italian	the race of many boats together	race,speed,compete,together,fleet	0.4
Fresco	craft	Italian	painting into wet plaster, no undo	paint,permanent,art,commit,bold	0.3
Staccato	craft	Italian	notes cut short and crisp	short,crisp,fast,rhythm,burst	0.4
Legato	craft	Italian	notes bound smoothly together	smooth,connect,flow,bind,music	0.5
Presto	foreign	Italian	very fast	fast,quick,speed,instant	0.2
Volta	literary	Italian	the turn where the poem changes	turn,change,pivot,transform,moment	0.4
Duende	foreign	Spanish	the dark thrill great art gives	art,soul,thrill,magic,passion	0.7
Querencia	foreign	Spanish	the place where you are strongest	home,safe,strength,base,refuge	1.0
Saudade	foreign	Portuguese	longing for what is absent	longing,memory,absent,past	0.7
Farol	nautical	Portuguese	the lighthouse	lighthouse,guide,signal,beacon,log	0.9
Hanse	craft	German	the merchant cities' trading league	trade,league,network,market,alliance	0.8
Wander	foreign	German	to roam with purpose (wandern)	roam,explore,walk,journey,browse	0.3
Gestalt	foreign	German	the whole greater than parts	whole,pattern,perceive,structure,sum	0.4
Zeitgeist	foreign	German	the spirit of the moment	trend,time,spirit,current,now	0.4
Fernweh	foreign	German	ache for far places	travel,far,longing,explore	0.9
Sisu	foreign	Finnish	grit that outlasts the storm	grit,persist,endure,resilient,tough	0.5
Rune	craft	Norse	letter carved to last	letter,carve,symbol,code,durable	0.3
Glyph	craft	Greek	the carved sign	symbol,sign,character,icon,font	0.2
Sigil	craft	Latin	a sign with intent sealed in	symbol,seal,intent,mark,magic	0.5
Umbral	astro	Latin	of the shadow's core	shadow,dark,edge,threshold	0.7
Cairn	craft	Gaelic	stones stacked to mark the way	marker,path,waypoint,stack,trail	0.4
Bothy	craft	Scottish	open shelter for any traveler	shelter,open,rest,free,refuge	0.9
Clachan	craft	Gaelic	the small stone village	village,small,community,cluster	1.0
Coracle	nautical	Welsh	the one-person round boat	small,boat,solo,light,agile	0.9
Eisteddfod	craft	Welsh	the gathering of poets competing	gather,compete,poetry,festival	1.0
Amber	nature	Arabic	resin that preserves time	preserve,freeze,snapshot,golden,capture	0.2
Basalt	nature	Latin	stone born of cooled fire	stone,solid,volcanic,foundation,dark	0.4
Geode	nature	Greek	plain rock, crystal heart	hidden,crystal,inside,surprise,beauty	0.4
Strata	nature	Latin	layers laid down in order	layers,order,history,stack,geology	0.3
Delta	nature	Greek	where the river fans and deposits	river,change,diff,branch,mouth	0.2
Riffle	nature	English	shallow fast water over stones	fast,shallow,water,shuffle,quick	0.6
Eddy	nature	English	the current that circles back	loop,circle,current,cycle	0.3
Tarn	nature	Norse	small mountain lake, very clear	clear,small,lake,pure,still	0.7
Karst	nature	German	limestone carved into caves	carve,cave,hidden,network,erode	0.7
Sylvan	nature	Latin	of the deep woods	forest,green,wood,natural	0.4
Arbor	nature	Latin	the tree; the shaded walk	tree,branch,structure,shade	0.3
Bower	nature	English	shelter woven from living branches	shelter,woven,nest,home,green	0.5
Warren	nature	English	the rabbits' connected tunnels	tunnels,network,connected,maze,busy	0.3
Apiary	craft	Latin	where the hives are kept	bees,hive,organize,collect,busy	0.6
Dovecote	craft	English	home the messengers return to	message,return,home,pigeon,inbox	0.8
Falconer	craft	English	one who flies the swift hunter	fast,precise,command,hunt,control	0.4
Meridian	astro	Latin	the line of highest sun	line,peak,noon,reference,map	0.2
Tropic	astro	Greek	the turning line of the sun	turn,line,boundary,warm	0.4
Solstice	astro	Latin	the day the sun stands still	moment,extreme,turn,season,still	0.3
Equinox	astro	Latin	day and night in balance	balance,equal,moment,fair	0.3
Aphelion	astro	Greek	the orbit's farthest point	distant,orbit,extreme,distance	0.8
Lagrange	astro	French	the point where forces balance	balance,stable,point,orbit,physics	0.5
Pulsar	astro	English	the star that keeps perfect time	pulse,regular,signal,timing,beacon	0.3
Nebula	astro	Latin	the cloud where stars are born	cloud,birth,create,form,cosmic	0.2
Comet	astro	Greek	the long-haired wanderer	fast,visitor,trail,bright,rare	0.2
Borealis	astro	Latin	of the north wind's light	north,light,display,cold,aurora	0.4
Gambit	craft	chess	the bold opening sacrifice	chess,gambit,strategy,bold,opening,risk	0.4
Zugzwang	foreign	German	when any move changes the game	chess,strategy,pressure,move,decision	1.0
Tandem	craft	English	two riding as one	pair,tandem,together,duo,partner,match	0.3
Kismet	foreign	Turkish	fate that brings people together	fate,match,luck,destiny,love	0.4
Trellis	nature	English	frame that guides things as they grow	plant,grow,trellis,support,frame,structure	0.4
Sofra	foreign	Turkish	the shared table set for everyone	table,meal,share,food,gather,kitchen	0.9
Abacus	craft	Latin	the first calculator, beads on rails	abacus,count,calculate,money,grid,budget	0.3
Mancala	craft	Arabic	the ancient game of counting and sowing	count,game,sow,collect,strategy	0.8
Rudder	nautical	English	the small blade that steers the whole ship	steer,control,direction,adjust,optimize	0.3
Gauge	craft	English	the dial that tells you the true state	gauge,measure,monitor,dashboard,level	0.3
Helm	nautical	English	where the ship is steered	helm,steer,control,command,fleet	0.2
Observatory	craft	Latin	where the sky is watched all night	observatory,watch,sky,measure,weather	0.5
Ulak	craft	Ottoman	the courier who always got through	messenger,message,deliver,courier,fast,notify	0.9
Menzil	craft	Ottoman	post station where fresh horses wait	relay,stage,queue,waypoint,distance	1.0
Muvakkit	craft	Ottoman	the mosque's keeper of exact time	time,clock,schedule,cron,precise	1.0
Imece	foreign	Turkish	the whole village working as one	together,collaborate,community,help,team	1.0
Lonca	craft	Turkish	the craftsmen's guild	guild,team,craft,trade,union	0.9
Ahi	craft	Ottoman	brotherhood of honest craftsmen	guild,craft,honest,brotherhood,quality	1.0
Usta	foreign	Turkish	the master craftsman	master,mentor,teach,craft,expert	0.8
Rahle	craft	Ottoman	the low desk you read holy books at	learn,read,study,book,desk	1.0
Defter	craft	Ottoman	the registry book of the empire	note,book,registry	0.8
Fihrist	foreign	Turkish	the index at the front of the book	index,catalog,list,contents,search	1.0
Parola	foreign	Turkish	the watchword at the gate	password,word,secret,gate,auth	0.9
Kalkan	foreign	Turkish	the shield	shield,protect,defense,secure,guard	0.9
Bekci	foreign	Turkish	the night watchman of the quarter	watch,guard,night,patrol,monitor	1.0
Terazi	craft	Turkish	the scales that weigh fairly	balance,fair,measure,weigh,compare	0.9
Akce	craft	Ottoman	the silver coin of the empire	money,coin,payment,currency,small	1.0
Tally	craft	English	notches on a stick, the first ledger	count,ledger,score,record,track	0.3
Florin	craft	Italian	the gold coin merchants trusted	money,coin,trust,trade,gold	0.5
Savak	craft	Turkish	the sluice gate that meters the flow	flow,control,rate,limit,valve,stream	1.0
Iskele	craft	Turkish	the pier; the scaffold	pier,scaffold,deploy,build,dock,stage	0.9
Temel	foreign	Turkish	the foundation stone	foundation,base,solid,core,ground	0.8
Payanda	craft	Turkish	the buttress that keeps walls standing	support,stability,brace,backup	1.0
Kervansaray	craft	Ottoman	the fortified inn on the trade road	host,shelter,waypoint,travel,rest	0.9
Mihmandar	craft	Ottoman	the official who welcomes guests	host,welcome,guide,onboard,greet	1.0
Fener	craft	Turkish	the lantern carried at night	lantern,light,guide,night,beacon	0.8
Izci	foreign	Turkish	the scout who reads the trail	scout,search,track,trail,find,explore	0.9
Rota	foreign	Turkish	the course a ship commits to	route,course,plan,direction,journey	0.7
Takvim	craft	Turkish	the calendar of days	calendar,schedule,plan,day,time	0.8
Meltem	nature	Turkish	the gentle daily sea breeze	breeze,wind,gentle,daily,fresh	0.9
Poyraz	nature	Turkish	the sharp north wind	wind,north,cold,strong,weather	0.9
Lodos	nature	Turkish	the warm storm wind off the sea	wind,storm,warm,weather,south	0.9
Sifa	foreign	Turkish	healing; the cure that works	heal,health,cure,recover,wellness	0.9
Derman	foreign	Turkish	remedy; the strength to go on	remedy,health,energy,strength,cure	0.9
Vuslat	foreign	Turkish	the long-awaited reunion of lovers	love,reunion,meet,date,longing	1.0
Halka	foreign	Turkish	the ring; the circle of people	ring,circle,community,group,connect	0.9
Zar	craft	Turkish	the dice	dice,game,random,luck,chance	0.9
Tabir	foreign	Ottoman	the art of reading dreams	interpret,predict,meaning,dream,analyze	1.0
Vitrin	craft	Turkish	the shop window that shows the best	display,showcase,gallery,present,front	0.9
Hattat	craft	Ottoman	the master of beautiful writing	write,beautiful,craft,font,letter	1.0
Bursa	craft	Ottoman	the silk market city; the bourse	market,exchange,trade,silk,commerce	0.8
Duet	craft	Italian	two voices made for each other	pair,duo,together,date,harmony,music	0.2
Serenata	craft	Italian	the evening song under a window	romance,charm,evening,music,court	0.7
Golem	myth	Hebrew	clay given instructions and life	automation,ai,robot,instructions,animate,imitation	0.5
Augur	craft	Roman	reader of omens in bird flight	predict,forecast,ai,signs,analyze	0.6
Sibyl	myth	Greek	the prophetess whose answers came true	predict,ai,forecast,answer,oracle	0.6
Obscura	craft	Latin	the dark chamber that made the first image	photo,image,camera,lens,capture	0.5
Meeple	craft	English	the little wooden person you play as	game,play,board,piece,fun	0.8
Vernier	craft	French	the scale that reads between the marks	precision,measure,fine,calibrate,exact	0.6
Mira	astro	Latin	the wonderful star that brightens and fades	star,cycle,wonder,variable,pulse	0.5
Panacea	myth	Greek	the cure for everything	heal,cure,all,remedy,fix	0.4
Salus	myth	Roman	goddess of health and safety	health,safety,wellness,protect	0.7
Lyceum	craft	Greek	the walking school of Aristotle	learn,teach,school,course,study	0.4
Semafor	craft	Greek	flags that talk across distance	signal,flag,message,protocol,sync	0.7
Seshat	myth	Egyptian	goddess who records everything written	write,record,archive,library,measure,docs	0.8
Maat	myth	Egyptian	truth and balance, weighed exactly	truth,balance,fair,verify,order,justice	0.7
Anansi	myth	Akan	the spider who owns all stories	web,story,clever,network,spider	0.7
Zorya	myth	Slavic	the dawn stars who guard the sky	dawn,guard,star,morning,watch	0.9
Veles	myth	Slavic	shapeshifting god of flows and herds	flow,change,stream,shift,wealth	0.9
Brigid	myth	Celtic	goddess of the forge and of poetry	forge,poetry,craft,fire,create	0.7
Ogham	craft	Celtic	the alphabet carved on stone edges	write,alphabet,carve,letter,code	0.9
Taliesin	myth	Welsh	the shining-browed master poet	poetry,write,wisdom,shine	0.9
Simurgh	myth	Persian	the wise bird who has seen everything	wise,bird,knowledge,watch,ancient	0.9
Nowruz	foreign	Persian	the new day that starts the year	new,start,fresh,begin,renewal	0.8
Kubaba	myth	Anatolian	the Anatolian mother goddess	ancient,mother,protect,anatolia	1.0
Kiln	craft	English	the oven that hardens clay into ware	build,bake,harden,deploy,finish	0.5
Crucible	craft	English	where metal is tested by fire	test,transform,pressure,pure,forge	0.4
Whetstone	craft	English	the stone that keeps the edge sharp	sharpen,optimize,edge,maintain,tool	0.5
Bellows	craft	English	the lungs that feed the fire	boost,air,fire,amplify,power	0.6
Keel	nautical	English	the spine the whole ship is built on	foundation,spine,base,structure,ship	0.4
Halyard	nautical	English	the line that raises the sail	raise,deploy,hoist,launch,lift	0.8
Spinnaker	nautical	English	the big sail flown for pure speed	speed,sail,fast,race,wind	0.6
Tiller	nautical	English	the handle that steers the boat	steer,control,direct,handle	0.4
Capstan	nautical	English	the winch that multiplies your pull	leverage,pull,power,lift,mechanical	0.8
Quay	nautical	French	where ships load and unload	dock,load,deploy,port,transfer	0.6
Kern	craft	English	the space that makes letters sit right	font,typography,spacing,letter,fine	0.6
Folio	craft	Latin	the leaf of a book, numbered	page,document,book,sheet,docs	0.4
Quire	craft	English	sheets gathered ready for binding	batch,gather,collection,sheets,bundle	0.9
Exlibris	craft	Latin	the mark that says whose book this is	ownership,mark,library,book,identity	0.9
Segue	craft	Italian	the seamless move to the next thing	transition,migrate,smooth,move,flow	0.4
Ostinato	craft	Italian	the pattern that repeats underneath	loop,repeat,pattern,rhythm,constant	0.8
Cadenza	craft	Italian	the soloist's moment to shine	showcase,solo,skill,moment,display	0.7
Encore	craft	French	the crowd asks for it again	again,retry,repeat,return,demand	0.3
Refrain	craft	French	the line the song returns to	repeat,loop,return,chorus,cycle	0.4
Vesper	craft	Latin	the evening star; the day winding down	evening,calm,end,star,quiet	0.5
Matins	craft	Latin	the prayers said at first light	morning,dawn,daily,ritual,early	0.8
Isobar	craft	Greek	the line joining equal pressures	weather,map,line,equal,pressure	0.7
Alidade	craft	Arabic	the sighting rule of the surveyor	measure,sight,survey,precision,aim	1.0
Harita	foreign	Turkish	the map	map,chart,navigate,geography	0.9
Anahtar	foreign	Turkish	the key	key,unlock,access,password,open	0.9
Kilim	craft	Turkish	the flat-woven rug of patterns	pattern,weave,design,craft,textile	0.7
Ferman	craft	Ottoman	the imperial decree that must be obeyed	command,decree,config,rule,order	0.9
Tugra	craft	Ottoman	the sultan's ornate signature	signature,auth,identity,seal,royal	0.9
Muhur	craft	Ottoman	the seal pressed into wax	seal,auth,sign,verify,stamp	0.9
Konak	craft	Ottoman	the mansion where travelers stop	host,stage,stop,mansion,rest	0.8
Heybe	craft	Turkish	the saddlebag that carries both sides	storage,carry,pack,balance,bag	1.0
Cikrik	craft	Turkish	the spinning wheel turning fiber to thread	thread,spin,transform,craft,wheel	1.0
Degirmen	craft	Turkish	the mill that grinds grain to flour	process,grind,transform,pipeline,mill	0.9
Harman	craft	Turkish	the threshing floor where crops blend	merge,blend,mix,combine,harvest	0.9
Kalem	craft	Turkish	the pen; the office of writing	pen,write,office,draft	0.7
Sozluk	craft	Turkish	the dictionary	dictionary,word,language,name,lookup	0.8
Imza	foreign	Turkish	the signature	signature,sign,auth,identity,approve	0.9
Carsi	craft	Turkish	the covered market streets	market,shop,trade,bazaar,commerce	0.8
Sarraf	craft	Ottoman	the money changer who spots the fake	money,exchange,verify,detect,finance	1.0
Nazariye	foreign	Ottoman	theory; the way of seeing	theory,model,view,analyze,idea	1.0
Usul	foreign	Ottoman	the method; the rhythm cycle	method,rhythm,process,order,way	0.9
Mahlas	literary	Ottoman	the pen name a poet writes under	name,alias,pen,identity,writer,brand	1.0
Rumuz	foreign	Ottoman	the codename that stands for a person	alias,codename,nickname,secret,symbol	0.9
Mantik	foreign	Ottoman	logic, the discipline of sound reasoning	logic,reason,inference,think,deduce	0.9
Kiyas	foreign	Ottoman	reasoning by analogy, case to case	logic,analogy,compare,inference,precedent	1.0
Burhan	foreign	Ottoman	the decisive proof that settles it	proof,evidence,verify,certain,argument	1.0
Delil	foreign	Ottoman	the evidence; the guide who shows the way	evidence,proof,guide,trace,clue	0.9
Mizan	craft	Ottoman	the balance scale that weighs fairly	balance,weigh,measure,fair,ledger	0.9
Imla	foreign	Ottoman	spelling; getting the letters right	spelling,write,letter,correct,text	0.9
Hece	foreign	Turkish	the syllable, the beat of a word	syllable,pronounce,sound,word,rhythm	0.9
Matbaa	craft	Ottoman	the printing house of the empire	print,press,publish,page,copy	0.9
Ayna	foreign	Turkish	the mirror	mirror,reflect,imitation,copy,double	0.8
Tessera	craft	Latin	one small tile of the mosaic	fragment,piece,tile,mosaic,part	0.7
Idman	foreign	Turkish	training; the daily practice	training,exercise,practice,fitness,drill	0.8
Pehlivan	craft	Ottoman	the champion wrestler of the fair	wrestle,strength,champion,athlete,training	1.0
Nefes	foreign	Turkish	the breath; a Sufi song	breath,air,calm,spirit,song	0.9
Tamga	craft	Turkic	the clan mark stamped on what you own	mark,symbol,icon,sign,brand,stamp	0.9
Hudhud	myth	Persian	the wise hoopoe who led the birds	bird,guide,scout,quest,messenger	1.0
# Phase 145 growth pass: the knowledge base is the reason family's ceiling,
# and probes found whole domains thin (an observability brief returned one
# name). This wave adds instruments and measurement, printing and music
# craft, and widens the origins beyond the Turkish/Ottoman shelf that had
# grown to a quarter of the file - Quechua, Akan, Persian, Japanese,
# Nordic, Nahuatl.
Plumbline	craft	English	the weighted line that finds true vertical	measure,true,straight,check,reference	0.6
